method,path,file,auth,roles/permission,entidades,consumidor_front,status
PATCH,/api/tarefas/:id,apps/api/src/routes/tarefas.ts:583,jwt,,tarefas,sim,ativo
GET,/api/tarefas/:id/comments,apps/api/src/routes/tarefas.ts:763,jwt,,tarefas,sim,ativo
POST,/api/tarefas/:id/comments,apps/api/src/routes/tarefas.ts:780,jwt,,tarefas,sim,ativo
DELETE,/api/tarefas/:id/comments/:commentId,apps/api/src/routes/tarefas.ts:827,jwt,,tarefas,sim,ativo
POST,/api/tarefas/:id/duplicate,apps/api/src/routes/tarefas.ts:845,jwt,,tarefas,sim,ativo
DELETE,/api/tarefas/:id,apps/api/src/routes/tarefas.ts:873,jwt,,tarefas,sim,ativo
POST,/api/tarefas/bulk,apps/api/src/routes/tarefas.ts:886,jwt,,tarefas,sim,ativo
GET,/api/wearables,apps/api/src/routes/wearables.ts:11,jwt,,wearables,sim,ativo
GET,/api/wearables/patient/:patientId/summary,apps/api/src/routes/wearables.ts:52,jwt,,wearables,sim,ativo
POST,/api/wearables,apps/api/src/routes/wearables.ts:78,jwt,,wearables,sim,ativo
POST,/api/wearables/sync,apps/api/src/routes/wearables.ts:109,jwt,,wearables,sim,ativo
POST,/api/wearables/bulk,apps/api/src/routes/wearables.ts:152,jwt,,wearables,sim,ativo
GET,/api/wearables/integrations,apps/api/src/routes/wearables.ts:189,jwt,,wearables,sim,ativo
DELETE,/api/wearables/integrations/:provider,apps/api/src/routes/wearables.ts:205,jwt,,wearables,sim,ativo
GET,/api/wearables/oauth/garmin/start,apps/api/src/routes/wearables.ts:222,jwt,,wearables,sim,ativo
GET,/api/wearables/oauth/strava/start,apps/api/src/routes/wearables.ts:245,jwt,,wearables,sim,ativo
GET,/api/wearables/oauth/strava/callback,apps/api/src/routes/wearables.ts:264,public,,wearables,sim,ativo
GET,/api/wearables/oauth/oura/start,apps/api/src/routes/wearables.ts:322,jwt,,wearables,sim,ativo
GET,/api/wearables/oauth/oura/callback,apps/api/src/routes/wearables.ts:340,public,,wearables,sim,ativo
GET,/api/wearables/oauth/google_fit/start,apps/api/src/routes/wearables.ts:392,jwt,,wearables,sim,ativo
GET,/api/wearables/oauth/google_fit/callback,apps/api/src/routes/wearables.ts:418,public,,wearables,sim,ativo
POST,/api/wearables/sync-provider,apps/api/src/routes/wearables.ts:479,jwt,,wearables,sim,ativo
GET,/api/wearables/rtm/status/:patientId,apps/api/src/routes/wearables.ts:630,jwt,,wearables,sim,ativo
POST,/api/wearables/rtm/milestones/sync,apps/api/src/routes/wearables.ts:673,jwt,,wearables,sim,ativo
GET,/api/benchmark/market-position,apps/api/src/routes/marketBenchmark.ts:69,jwt,,benchmark de mercado,sim,ativo
GET,/api/exercises/categories,apps/api/src/routes/exercises.ts:131,jwt,,exercises,sim,ativo
GET,/api/exercises,apps/api/src/routes/exercises.ts:160,jwt,,exercises,sim,ativo
GET,/api/exercises/:id,apps/api/src/routes/exercises.ts:318,public,,exercises,sim,ativo
POST,/api/exercises/:id/favorite,apps/api/src/routes/exercises.ts:399,jwt,,exercises,sim,ativo
DELETE,/api/exercises/:id/favorite,apps/api/src/routes/exercises.ts:421,jwt,,exercises,sim,ativo
GET,/api/exercises/favorites/me,apps/api/src/routes/exercises.ts:445,jwt,,exercises,sim,ativo
POST,/api/exercises,apps/api/src/routes/exercises.ts:489,jwt,,exercises,sim,ativo
PUT,/api/exercises/:id,apps/api/src/routes/exercises.ts:570,jwt,,exercises,sim,ativo
DELETE,/api/exercises/:id,apps/api/src/routes/exercises.ts:646,jwt,,exercises,sim,ativo
GET,/api/exercises/search/semantic,apps/api/src/routes/exercises.ts:667,public,,exercises,sim,ativo
POST,/api/exercises/embeddings/backfill,apps/api/src/routes/exercises.ts:766,jwt,,exercises,sim,ativo
GET,/api/ai-insights/widgets,apps/api/src/routes/ai-insights.ts:12,jwt,,ai-insights,sim,ativo
GET,/api/ai-insights/analytics,apps/api/src/routes/ai-insights.ts:35,jwt,,ai-insights,sim,ativo
POST,/api/ai-insights/chat,apps/api/src/routes/ai-insights.ts:65,jwt,,ai-insights,sim,ativo
GET,/api/doctors,apps/api/src/routes/doctors.ts:8,jwt,,doctors,sim,ativo
GET,/api/doctors/:id,apps/api/src/routes/doctors.ts:67,jwt,,doctors,sim,ativo
POST,/api/doctors,apps/api/src/routes/doctors.ts:104,jwt,,doctors,sim,ativo
PUT,/api/doctors/:id,apps/api/src/routes/doctors.ts:175,jwt,,doctors,sim,ativo
DELETE,/api/doctors/:id,apps/api/src/routes/doctors.ts:268,jwt,,doctors,sim,ativo
GET,/api/messaging/ws,apps/api/src/routes/messaging.ts:14,jwt,,messaging,sim,ativo
GET,/api/messaging/conversations,apps/api/src/routes/messaging.ts:38,jwt,,messaging,sim,ativo
GET,/api/messaging/conversations/:participantId/messages,apps/api/src/routes/messaging.ts:90,jwt,,messaging,sim,ativo
POST,/api/messaging/messages,apps/api/src/routes/messaging.ts:114,jwt,,messaging,sim,ativo
POST,/api/messaging/conversations/:participantId/read,apps/api/src/routes/messaging.ts:163,jwt,,messaging,sim,ativo
GET,/api/whatsapp/inbox/conversations,apps/api/src/routes/whatsapp-inbox.ts:516,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/conversations,apps/api/src/routes/whatsapp-inbox.ts:578,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/conversations/bulk,apps/api/src/routes/whatsapp-inbox.ts:624,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
GET,/api/whatsapp/inbox/conversations/:id,apps/api/src/routes/whatsapp-inbox.ts:699,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/conversations/:id/ai/summary,apps/api/src/routes/whatsapp-inbox.ts:791,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/conversations/:id/ai/suggest-reply,apps/api/src/routes/whatsapp-inbox.ts:795,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/conversations/:id/ai/next-action,apps/api/src/routes/whatsapp-inbox.ts:801,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
PATCH,/api/whatsapp/inbox/conversations/:id,apps/api/src/routes/whatsapp-inbox.ts:844,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
DELETE,/api/whatsapp/inbox/conversations/:id,apps/api/src/routes/whatsapp-inbox.ts:945,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/conversations/:id/restore,apps/api/src/routes/whatsapp-inbox.ts:977,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/conversations/:id/read,apps/api/src/routes/whatsapp-inbox.ts:1002,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/conversations/:id/messages,apps/api/src/routes/whatsapp-inbox.ts:1033,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
PATCH,/api/whatsapp/inbox/conversations/:id/messages/:messageId,apps/api/src/routes/whatsapp-inbox.ts:1472,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
DELETE,/api/whatsapp/inbox/conversations/:id/messages/:messageId,apps/api/src/routes/whatsapp-inbox.ts:1523,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/conversations/:id/interactive,apps/api/src/routes/whatsapp-inbox.ts:1588,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/conversations/:id/assign,apps/api/src/routes/whatsapp-inbox.ts:1694,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/conversations/:id/transfer,apps/api/src/routes/whatsapp-inbox.ts:1742,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/conversations/:id/notes,apps/api/src/routes/whatsapp-inbox.ts:1790,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
PUT,/api/whatsapp/inbox/conversations/:id/status,apps/api/src/routes/whatsapp-inbox.ts:1820,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/contacts/resolve,apps/api/src/routes/whatsapp-inbox.ts:1864,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
GET,/api/whatsapp/inbox/contacts,apps/api/src/routes/whatsapp-inbox.ts:1922,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
GET,/api/whatsapp/inbox/contacts/:id,apps/api/src/routes/whatsapp-inbox.ts:1997,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
GET,/api/whatsapp/inbox/metrics,apps/api/src/routes/whatsapp-inbox.ts:2019,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
GET,/api/whatsapp/inbox/metrics/funnel,apps/api/src/routes/whatsapp-inbox.ts:2033,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
GET,/api/whatsapp/inbox/unread-count,apps/api/src/routes/whatsapp-inbox.ts:2054,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
GET,/api/whatsapp/inbox/tags,apps/api/src/routes/whatsapp-inbox.ts:2077,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/tags,apps/api/src/routes/whatsapp-inbox.ts:2105,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/conversations/:id/tags,apps/api/src/routes/whatsapp-inbox.ts:2126,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
DELETE,/api/whatsapp/inbox/conversations/:id/tags/:tagId,apps/api/src/routes/whatsapp-inbox.ts:2154,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
GET,/api/whatsapp/inbox/quick-replies,apps/api/src/routes/whatsapp-inbox.ts:2174,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/quick-replies,apps/api/src/routes/whatsapp-inbox.ts:2200,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
PUT,/api/whatsapp/inbox/quick-replies/:id,apps/api/src/routes/whatsapp-inbox.ts:2237,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
DELETE,/api/whatsapp/inbox/quick-replies/:id,apps/api/src/routes/whatsapp-inbox.ts:2278,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
PUT,/api/whatsapp/inbox/tags/:id,apps/api/src/routes/whatsapp-inbox.ts:2295,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
DELETE,/api/whatsapp/inbox/tags/:id,apps/api/src/routes/whatsapp-inbox.ts:2328,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
GET,/api/whatsapp/inbox/crm-settings,apps/api/src/routes/whatsapp-inbox.ts:2349,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
PATCH,/api/whatsapp/inbox/crm-settings,apps/api/src/routes/whatsapp-inbox.ts:2399,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
GET,/api/whatsapp/inbox/crm-settings/automation-log,apps/api/src/routes/whatsapp-inbox.ts:2460,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/crm-settings/test,apps/api/src/routes/whatsapp-inbox.ts:2479,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
GET,/api/whatsapp/inbox/pending-confirmations,apps/api/src/routes/whatsapp-inbox.ts:2505,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
PUT,/api/whatsapp/inbox/conversations/:id/priority,apps/api/src/routes/whatsapp-inbox.ts:2555,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/broadcast,apps/api/src/routes/whatsapp-inbox.ts:2578,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/conversations/:id/snooze,apps/api/src/routes/whatsapp-inbox.ts:2695,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
GET,/api/whatsapp/inbox/conversations/:id/activity,apps/api/src/routes/whatsapp-inbox.ts:2725,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/instagram/backfill-profiles,apps/api/src/routes/whatsapp-inbox.ts:2794,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
GET,/api/whatsapp/inbox/agents/workload,apps/api/src/routes/whatsapp-inbox.ts:2922,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/templates/reengagement/register,apps/api/src/routes/whatsapp-inbox.ts:2971,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/upload,apps/api/src/routes/whatsapp-inbox.ts:3009,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
POST,/api/whatsapp/inbox/templates/automation/register,apps/api/src/routes/whatsapp-inbox.ts:3060,jwt,,conversas/mensagens WhatsApp,desconhecido,ativo
GET,/api/public-booking/booking/:slug,apps/api/src/routes/publicBooking.ts:52,public,,publicBooking,sim,ativo
GET,/api/public-booking/booking/:slug/availability,apps/api/src/routes/publicBooking.ts:82,public,,publicBooking,sim,ativo
POST,/api/public-booking/booking,apps/api/src/routes/publicBooking.ts:125,public+turnstile,,publicBooking,sim,ativo
GET,/api/public-booking/requests,apps/api/src/routes/publicBooking.ts:216,jwt,,publicBooking,sim,ativo
PATCH,/api/public-booking/requests/:id,apps/api/src/routes/publicBooking.ts:242,jwt,,publicBooking,sim,ativo
POST,/api/public-booking/checkin,apps/api/src/routes/publicBooking.ts:281,public,,publicBooking,sim,ativo
GET,/api/media/gallery,apps/api/src/routes/media.ts:33,jwt,,media,sim,ativo
GET,/api/media/gallery/folders,apps/api/src/routes/media.ts:58,jwt,,media,sim,ativo
POST,/api/media/gallery,apps/api/src/routes/media.ts:77,jwt,,media,sim,ativo
DELETE,/api/media/gallery/:id,apps/api/src/routes/media.ts:99,jwt,,media,sim,ativo
GET,/api/media/exercise/:exerciseId,apps/api/src/routes/media.ts:122,jwt,,media,sim,ativo
POST,/api/media/exercise/:exerciseId,apps/api/src/routes/media.ts:141,jwt,,media,sim,ativo
PUT,/api/media/exercise/attachment/:id,apps/api/src/routes/media.ts:163,jwt,,media,sim,ativo
DELETE,/api/media/exercise/attachment/:id,apps/api/src/routes/media.ts:186,jwt,,media,sim,ativo
GET,/api/media/image/*,apps/api/src/routes/media.ts:205,jwt,,media,sim,ativo
POST,/api/media/upload-url,apps/api/src/routes/media.ts:261,jwt,,media,sim,ativo
DELETE,/api/media/:key{.*},apps/api/src/routes/media.ts:322,jwt,,media,sim,ativo
GET,/api/document-signatures,apps/api/src/routes/documentSignatures.ts:8,jwt,,documentSignatures,sim,ativo
POST,/api/document-signatures,apps/api/src/routes/documentSignatures.ts:31,jwt,,documentSignatures,sim,ativo
GET,/api/document-signatures/verify,apps/api/src/routes/documentSignatures.ts:60,public,,documentSignatures,sim,ativo
POST,/api/document-signatures/:id/send-for-signature,apps/api/src/routes/documentSignatures.ts:78,jwt,,documentSignatures,sim,ativo
GET,/api/document-signatures/sign/:token,apps/api/src/routes/documentSignatures.ts:138,public,,documentSignatures,sim,ativo
POST,/api/document-signatures/sign/:token/confirm,apps/api/src/routes/documentSignatures.ts:172,public,,documentSignatures,sim,ativo
GET,/api/patients,apps/api/src/routes/patients.ts:565,jwt,,patients,sim,ativo
GET,/api/patients/last-updated,apps/api/src/routes/patients.ts:1140,jwt,,patients,sim,ativo
GET,/api/patients/birthdays,apps/api/src/routes/patients.ts:1160,jwt,,patients,sim,ativo
GET,/api/patients/by-profile/:profileId,apps/api/src/routes/patients.ts:1197,jwt,,patients,sim,ativo
POST,/api/patients,apps/api/src/routes/patients.ts:1217,jwt,,patients,sim,ativo
GET,/api/patients/:id/stats,apps/api/src/routes/patients.ts:1319,jwt,,patients,sim,ativo
GET,/api/patients/:id,apps/api/src/routes/patients.ts:1378,jwt,,patients,sim,ativo
PUT,/api/patients/:id,apps/api/src/routes/patients.ts:1455,jwt,,patients,sim,ativo
PATCH,/api/patients/:id,apps/api/src/routes/patients.ts:1456,jwt,,patients,sim,ativo
DELETE,/api/patients/:id,apps/api/src/routes/patients.ts:1458,jwt,,patients,sim,ativo
GET,/api/patients/:id/timeline,apps/api/src/routes/patients.ts:1509,jwt,,patients,sim,ativo
GET,/api/patients/:id/export,apps/api/src/routes/patients.ts:1650,jwt,,patients,sim,ativo
POST,/api/patients/:id/forget,apps/api/src/routes/patients.ts:1717,jwt,,patients,sim,ativo
POST,/api/fcm-tokens,apps/api/src/routes/fcmTokens.ts:10,jwt,,fcmTokens,sim (app mobile),ativo
DELETE,/api/fcm-tokens/:token,apps/api/src/routes/fcmTokens.ts:46,jwt,,fcmTokens,sim (app mobile),ativo
GET,/api/fcm-tokens/user/:userId,apps/api/src/routes/fcmTokens.ts:61,jwt,,fcmTokens,sim (app mobile),ativo
GET,/api/fcm-tokens/tenant/:tenantId,apps/api/src/routes/fcmTokens.ts:76,jwt,,fcmTokens,sim (app mobile),ativo
GET,/api/innovations/inventory,apps/api/src/routes/innovations.ts:18,jwt,,innovations,sim,ativo
POST,/api/innovations/inventory,apps/api/src/routes/innovations.ts:43,jwt,,innovations,sim,ativo
PUT,/api/innovations/inventory/:id,apps/api/src/routes/innovations.ts:75,jwt,,innovations,sim,ativo
GET,/api/innovations/inventory-movements,apps/api/src/routes/innovations.ts:114,jwt,,innovations,sim,ativo
POST,/api/innovations/inventory-movements,apps/api/src/routes/innovations.ts:143,jwt,,innovations,sim,ativo
GET,/api/innovations/staff-performance,apps/api/src/routes/innovations.ts:207,jwt,,innovations,sim,ativo
GET,/api/innovations/appointment-predictions,apps/api/src/routes/innovations.ts:243,jwt,,innovations,sim,ativo
GET,/api/innovations/revenue-forecasts,apps/api/src/routes/innovations.ts:279,jwt,,innovations,sim,ativo
GET,/api/innovations/whatsapp-exercise-queue,apps/api/src/routes/innovations.ts:300,jwt,,innovations,sim,ativo
POST,/api/innovations/whatsapp-exercise-queue,apps/api/src/routes/innovations.ts:321,jwt,,innovations,sim,ativo
GET,/api/innovations/patient-self-assessments,apps/api/src/routes/innovations.ts:353,jwt,,innovations,sim,ativo
GET,/api/innovations/inventory/forecast,apps/api/src/routes/innovations.ts:387,jwt,,innovations,sim,ativo
GET,/api/gamification-notifications,apps/api/src/routes/gamificationNotifications.ts:15,jwt,,gamificationNotifications,sim,ativo
PUT,/api/gamification-notifications/:id/read,apps/api/src/routes/gamificationNotifications.ts:38,jwt,,gamificationNotifications,sim,ativo
PUT,/api/gamification-notifications/read-all,apps/api/src/routes/gamificationNotifications.ts:45,jwt,,gamificationNotifications,sim,ativo
DELETE,/api/gamification-notifications/:id,apps/api/src/routes/gamificationNotifications.ts:61,jwt,,gamificationNotifications,sim,ativo
GET,/api/precadastro/public/:token,apps/api/src/routes/precadastro.ts:94,public,,precadastro,sim,ativo
POST,/api/precadastro/public/:token/submissions,apps/api/src/routes/precadastro.ts:128,public,,precadastro,sim,ativo
GET,/api/precadastro/tokens,apps/api/src/routes/precadastro.ts:226,jwt,,precadastro,sim,ativo
POST,/api/precadastro/tokens,apps/api/src/routes/precadastro.ts:247,jwt,,precadastro,sim,ativo
PUT,/api/precadastro/tokens/:id,apps/api/src/routes/precadastro.ts:298,jwt,,precadastro,sim,ativo
GET,/api/precadastro/submissions,apps/api/src/routes/precadastro.ts:373,jwt,,precadastro,sim,ativo
PUT,/api/precadastro/submissions/:id,apps/api/src/routes/precadastro.ts:399,jwt,,precadastro,sim,ativo
POST,/api/ia-studio/scribe/process,apps/api/src/routes/ai-studio.ts:19,jwt,,ai-studio,sim,ativo
GET,/api/ia-studio/retention/at-risk,apps/api/src/routes/ai-studio.ts:124,jwt,,ai-studio,sim,ativo
GET,/api/ia-studio/predict/discharge/:patientId,apps/api/src/routes/ai-studio.ts:168,jwt,,ai-studio,sim,ativo
POST,/api/ia-studio/reports/synthesize,apps/api/src/routes/ai-studio.ts:221,jwt,,ai-studio,sim,ativo
POST,/api/ia-studio/generate-protocol,apps/api/src/routes/ai-studio.ts:258,jwt,,ai-studio,sim,ativo
GET,/api/time-entries,apps/api/src/routes/timeEntries.ts:10,jwt,,timeEntries,sim,ativo
POST,/api/time-entries,apps/api/src/routes/timeEntries.ts:47,jwt,,timeEntries,sim,ativo
PATCH,/api/time-entries/:id,apps/api/src/routes/timeEntries.ts:95,jwt,,timeEntries,sim,ativo
DELETE,/api/time-entries/:id,apps/api/src/routes/timeEntries.ts:140,jwt,,timeEntries,sim,ativo
GET,/api/time-entries/stats,apps/api/src/routes/timeEntries.ts:154,jwt,,timeEntries,sim,ativo
GET,/api/time-entries/timer-draft/:userId,apps/api/src/routes/timeEntries.ts:188,jwt,,timeEntries,sim,ativo
PUT,/api/time-entries/timer-draft/:userId,apps/api/src/routes/timeEntries.ts:208,jwt,,timeEntries,sim,ativo
DELETE,/api/time-entries/timer-draft/:userId,apps/api/src/routes/timeEntries.ts:223,jwt,,timeEntries,sim,ativo
GET,/api/churn-prediction/at-risk-signals,apps/api/src/routes/churnPrediction.ts:41,jwt,,churnPrediction,sim,ativo
GET,/api/briefing,apps/api/src/routes/briefing.ts:19,jwt,,briefing,sim,ativo
POST,/api/briefing/send,apps/api/src/routes/briefing.ts:30,jwt,,briefing,sim,ativo
GET,/api/integrations/google/places/search,apps/api/src/routes/integrations.ts:83,jwt,,integrations,sim,ativo
GET,/api/integrations/google/auth-url,apps/api/src/routes/integrations.ts:108,jwt,,integrations,sim,ativo
GET,/api/integrations/google/status,apps/api/src/routes/integrations.ts:116,jwt,,integrations,sim,ativo
GET,/api/integrations/google/business/reviews,apps/api/src/routes/integrations.ts:131,jwt,,integrations,sim,ativo
POST,/api/integrations/google/exchange-code,apps/api/src/routes/integrations.ts:155,jwt,,integrations,sim,ativo
POST,/api/integrations/google/connect,apps/api/src/routes/integrations.ts:225,jwt,,integrations,sim,ativo
POST,/api/integrations/google/disconnect,apps/api/src/routes/integrations.ts:247,jwt,,integrations,sim,ativo
GET,/api/integrations/google/calendar,apps/api/src/routes/integrations.ts:272,jwt,,integrations,sim,ativo
PUT,/api/integrations/google/calendar,apps/api/src/routes/integrations.ts:287,jwt,,integrations,sim,ativo
GET,/api/integrations/google/calendar/logs,apps/api/src/routes/integrations.ts:325,jwt,,integrations,sim,ativo
POST,/api/integrations/google/calendar/sync,apps/api/src/routes/integrations.ts:352,jwt,,integrations,sim,ativo
POST,/api/integrations/google/calendar/import-preview,apps/api/src/routes/integrations.ts:381,jwt,,integrations,sim,ativo
POST,/api/integrations/google/calendar/sync-appointment,apps/api/src/routes/integrations.ts:408,jwt,,integrations,sim,ativo
POST,/api/integrations/google/calendar/sync-task,apps/api/src/routes/integrations.ts:480,jwt,,integrations,sim,ativo
GET,/api/integrations/google/docs/templates,apps/api/src/routes/integrations.ts:537,jwt,,integrations,sim,ativo
POST,/api/integrations/google/docs/generate-report,apps/api/src/routes/integrations.ts:561,jwt,,integrations,sim,ativo
GET,/api/integrations/google/drive/files,apps/api/src/routes/integrations.ts:603,jwt,,integrations,sim,ativo
POST,/api/integrations/google/drive/folders,apps/api/src/routes/integrations.ts:631,jwt,,integrations,sim,ativo
GET,/api/boards,apps/api/src/routes/boards.ts:25,jwt,,boards,sim,ativo
POST,/api/boards,apps/api/src/routes/boards.ts:49,jwt,,boards,sim,ativo
GET,/api/boards/:id,apps/api/src/routes/boards.ts:108,jwt,,boards,sim,ativo
PATCH,/api/boards/:id,apps/api/src/routes/boards.ts:134,jwt,,boards,sim,ativo
DELETE,/api/boards/:id,apps/api/src/routes/boards.ts:178,jwt,,boards,sim,ativo
GET,/api/boards/:id/columns,apps/api/src/routes/boards.ts:198,jwt,,boards,sim,ativo
POST,/api/boards/:id/columns,apps/api/src/routes/boards.ts:223,jwt,,boards,sim,ativo
PATCH,/api/boards/columns/:colId,apps/api/src/routes/boards.ts:263,jwt,,boards,sim,ativo
DELETE,/api/boards/columns/:colId,apps/api/src/routes/boards.ts:301,jwt,,boards,sim,ativo
POST,/api/boards/columns/reorder,apps/api/src/routes/boards.ts:323,jwt,,boards,sim,ativo
GET,/api/boards/:id/tarefas,apps/api/src/routes/boards.ts:347,jwt,,boards,sim,ativo
GET,/api/boards/:id/labels,apps/api/src/routes/boards.ts:369,jwt,,boards,sim,ativo
POST,/api/boards/:id/labels,apps/api/src/routes/boards.ts:393,jwt,,boards,sim,ativo
PATCH,/api/boards/labels/:labelId,apps/api/src/routes/boards.ts:432,jwt,,boards,sim,ativo
DELETE,/api/boards/labels/:labelId,apps/api/src/routes/boards.ts:469,jwt,,boards,sim,ativo
POST,/api/boards/labels/reorder,apps/api/src/routes/boards.ts:490,jwt,,boards,sim,ativo
GET,/api/boards/:id/checklist-templates,apps/api/src/routes/boards.ts:515,jwt,,boards,sim,ativo
POST,/api/boards/:id/checklist-templates,apps/api/src/routes/boards.ts:536,jwt,,boards,sim,ativo
PATCH,/api/boards/checklist-templates/:templateId,apps/api/src/routes/boards.ts:565,jwt,,boards,sim,ativo
DELETE,/api/boards/checklist-templates/:templateId,apps/api/src/routes/boards.ts:600,jwt,,boards,sim,ativo
POST,/api/boards/checklist-templates/:templateId/use,apps/api/src/routes/boards.ts:619,jwt,,boards,sim,ativo
GET,/api/boards/:id/automations,apps/api/src/routes/boards.ts:641,jwt,,boards,sim,ativo
POST,/api/boards/:id/automations,apps/api/src/routes/boards.ts:659,jwt,,boards,sim,ativo
PATCH,/api/boards/automations/:automationId,apps/api/src/routes/boards.ts:695,jwt,,boards,sim,ativo
DELETE,/api/boards/automations/:automationId,apps/api/src/routes/boards.ts:732,jwt,,boards,sim,ativo
POST,/api/boards/templates/financial,apps/api/src/routes/boards.ts:753,jwt,,boards,sim,ativo
POST,/api/boards/templates/goals,apps/api/src/routes/boards.ts:801,jwt,,boards,sim,ativo
GET,/api/search,apps/api/src/routes/search.ts:19,jwt,,search,não,ativo
POST,/api/search/index,apps/api/src/routes/search.ts:84,jwt,,search,não,ativo
DELETE,/api/search/index/:id,apps/api/src/routes/search.ts:96,jwt,,search,não,ativo
GET,/api/v1/user/agenda-appearance,apps/api/src/routes/agendaAppearance.ts:130,jwt,,agenda_appearance (user settings),sim,ativo
PUT,/api/v1/user/agenda-appearance,apps/api/src/routes/agendaAppearance.ts:168,jwt,,agenda_appearance (user settings),sim,ativo
GET,/api/financial/transactions,apps/api/src/routes/financial.ts:34,jwt,,financial,sim,ativo
POST,/api/financial/transactions,apps/api/src/routes/financial.ts:67,jwt,,financial,sim,ativo
PUT,/api/financial/transactions/:id,apps/api/src/routes/financial.ts:100,jwt,,financial,sim,ativo
DELETE,/api/financial/transactions/:id,apps/api/src/routes/financial.ts:136,jwt,,financial,sim,ativo
GET,/api/financial/accounts,apps/api/src/routes/financial.ts:158,jwt,,financial,sim,ativo
POST,/api/financial/accounts,apps/api/src/routes/financial.ts:217,jwt,,financial,sim,ativo
PUT,/api/financial/accounts/:id,apps/api/src/routes/financial.ts:254,jwt,,financial,sim,ativo
DELETE,/api/financial/accounts/:id,apps/api/src/routes/financial.ts:302,jwt,,financial,sim,ativo
GET,/api/financial/cost-centers,apps/api/src/routes/financial.ts:324,jwt,,financial,sim,ativo
GET,/api/financial/centros-custo,apps/api/src/routes/financial.ts:347,jwt,,financial,sim,ativo
POST,/api/financial/cost-centers,apps/api/src/routes/financial.ts:349,jwt,,financial,sim,ativo
POST,/api/financial/centros-custo,apps/api/src/routes/financial.ts:379,jwt,,financial,sim,ativo
PUT,/api/financial/cost-centers/:id,apps/api/src/routes/financial.ts:381,jwt,,financial,sim,ativo
DELETE,/api/financial/cost-centers/:id,apps/api/src/routes/financial.ts:414,jwt,,financial,sim,ativo
